subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.4,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:31:38.6,03/03/2022 10:31:38.5,1,23.7,Trial     3,v.1 Detection Settings,P3 L1,0:00:30.8,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:31:38.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.8,15.2,,,,,,,,,,,,,,135964
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,13.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:31:38.6,03/03/2022 10:31:38.5,1,23.7,Trial     3,v.1 Detection Settings,P3 L1,0:00:30.8,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:31:38.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.6,41.000000,8.6,8.6,13.7,,,,,,,,,,,,,,135965
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:32:30.4,03/03/2022 10:32:30.4,2,23.4,Trial     4,v.1 Detection Settings,P3 L3 Opposite,0:00:30.5,none,12.2,12.2,03/03/2022 10:32:30.4,0:00:07.0,0:00:23.5,0:00:30.5,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135966
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:32:30.4,03/03/2022 10:32:30.4,1,23.4,Trial     4,v.1 Detection Settings,P3 L3 Opposite,0:00:30.5,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:32:30.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,21.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135967
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:32:30.4,03/03/2022 10:32:30.4,3,23.4,Trial     4,v.1 Detection Settings,P3 L3 Opposite,0:00:30.5,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:32:30.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.9,14.9,,,,,,,,,,,,,,135968
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:32:30.4,03/03/2022 10:32:30.4,3,23.4,Trial     4,v.1 Detection Settings,P3 L3 Opposite,0:00:30.5,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:32:30.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,135969
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:33:22.1,03/03/2022 10:33:22.0,2,22.7,Trial     5,v.1 Detection Settings,P3 L2 Opposite,0:00:29.8,none,12.2,12.2,03/03/2022 10:33:22.1,0:00:07.0,0:00:22.8,0:00:29.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135970
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:33:22.1,03/03/2022 10:33:22.0,3,22.7,Trial     5,v.1 Detection Settings,P3 L2 Opposite,0:00:29.8,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:33:22.1,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135971
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:33:22.1,03/03/2022 10:33:22.0,4,22.7,Trial     5,v.1 Detection Settings,P3 L2 Opposite,0:00:29.8,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:33:22.1,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,34.000000,5.6,6.3,14.2,,,,,,,,,,,,,,135972
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:33:22.1,03/03/2022 10:33:22.0,1,22.7,Trial     5,v.1 Detection Settings,P3 L2 Opposite,0:00:29.8,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:33:22.1,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,41.000000,NOT FOUND IN NODULUS,5.6,10.7,,,,,,,,,,,,,,135973
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:34:12.9,03/03/2022 10:34:12.8,2,23.2,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,none,12.2,12.2,03/03/2022 10:34:12.9,0:00:07.0,0:00:23.3,0:00:30.3,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135974
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:34:12.9,03/03/2022 10:34:12.8,1,23.2,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:34:12.9,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,21.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135975
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:34:12.9,03/03/2022 10:34:12.8,4,23.2,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:34:12.9,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,34.000000,5.6,6.5,14.4,,,,,,,,,,,,,,135976
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 10:34:12.9,03/03/2022 10:34:12.8,2,23.2,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:34:12.9,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,9.1,42.000000,NOT FOUND IN NODULUS,9.1,14.2,,,,,,,,,,,,,,135977
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:04.1,03/03/2022 10:35:04.1,2,23.7,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,none,12.2,12.2,03/03/2022 10:35:04.1,0:00:07.0,0:00:23.8,0:00:30.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135978
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:04.1,03/03/2022 10:35:04.1,3,23.7,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:04.1,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135979
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:04.1,03/03/2022 10:35:04.1,3,23.7,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:04.1,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.8,33.000000,5.8,7.2,15.2,,,,,,,,,,,,,,135980
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:04.1,03/03/2022 10:35:04.1,.,23.7,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:04.1,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,9.8,,,,,,,,,,,,,,135981
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:56.0,03/03/2022 10:35:55.9,2,22.8,Trial     8,v.1 Detection Settings,P3 L2 Opposite,0:00:29.9,none,12.2,12.2,03/03/2022 10:35:56.0,0:00:07.0,0:00:22.9,0:00:29.9,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135982
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:56.0,03/03/2022 10:35:55.9,1,22.8,Trial     8,v.1 Detection Settings,P3 L2 Opposite,0:00:29.9,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:56.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,21.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135983
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:56.0,03/03/2022 10:35:55.9,2,22.8,Trial     8,v.1 Detection Settings,P3 L2 Opposite,0:00:29.9,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:56.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,6.3,14.3,,,,,,,,,,,,,,135984
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 10:35:56.0,03/03/2022 10:35:55.9,3,22.8,Trial     8,v.1 Detection Settings,P3 L2 Opposite,0:00:29.9,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:35:56.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,135985
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:36:47.1,03/03/2022 10:36:47.1,2,24.7,Trial     9,v.1 Detection Settings,P3 L3 Opposite,0:00:31.8,none,12.2,12.2,03/03/2022 10:36:47.1,0:00:07.0,0:00:24.8,0:00:31.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135986
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:36:47.1,03/03/2022 10:36:47.1,1,24.7,Trial     9,v.1 Detection Settings,P3 L3 Opposite,0:00:31.8,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:36:47.1,0:00:07.0,0:00:24.8,0:00:31.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.5,21.000000,6.5,6.5,13.1,,,,,,,,,,,,,,135987
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:36:47.1,03/03/2022 10:36:47.1,3,24.7,Trial     9,v.1 Detection Settings,P3 L3 Opposite,0:00:31.8,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:36:47.1,0:00:07.0,0:00:24.8,0:00:31.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,9.1,33.000000,9.1,15.5,16.2,,,,,,,,,,,,,,135988
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,12.8,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:36:47.1,03/03/2022 10:36:47.1,1,24.7,Trial     9,v.1 Detection Settings,P3 L3 Opposite,0:00:31.8,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:36:47.1,0:00:07.0,0:00:24.8,0:00:31.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.7,41.000000,NOT FOUND IN NODULUS,7.7,12.8,,,,,,,,,,,,,,135989
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:37:40.2,03/03/2022 10:37:40.1,2,23.1,Trial    10,v.1 Detection Settings,P3 L3 Opposite,0:00:30.2,none,12.2,12.2,03/03/2022 10:37:40.2,0:00:07.0,0:00:23.2,0:00:30.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135990
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:37:40.2,03/03/2022 10:37:40.1,.,23.1,Trial    10,v.1 Detection Settings,P3 L3 Opposite,0:00:30.2,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:37:40.2,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.7,,,,,,,,,,,,,,135991
neftali,Female,07/06/2021,CRL: Long Evans,14294,N/A,Andrea,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.8,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:37:40.2,03/03/2022 10:37:40.1,2,23.1,Trial    10,v.1 Detection Settings,P3 L3 Opposite,0:00:30.2,Neftali,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:37:40.2,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,6.2,14.6,,,,,,,,,,,,,,135992
fiona,Female,07/06/2021,CRL: Long Evans,14295,N/A,Juana,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:37:40.2,03/03/2022 10:37:40.1,3,23.1,Trial    10,v.1 Detection Settings,P3 L3 Opposite,0:00:30.2,Fiona,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:37:40.2,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,11.3,,,,,,,,,,,,,,135993
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:38:31.5,03/03/2022 10:38:31.5,2,25.7,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:32.8,none,12.2,12.2,03/03/2022 10:38:31.5,0:00:07.0,0:00:25.8,0:00:32.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,135994
andrea,Female,07/06/2021,CRL: Long Evans,14294,N/A,Neftali,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 10:38:31.5,03/03/2022 10:38:31.5,4,25.7,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:32.8,Andrea,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 10:38:31.5,0:00:07.0,0:00:25.8,0:00:32.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,10.2,24.000000,10.2,10.2,17.7,,,,,,,,,,,,,,135995
